Date/Time (PST),Battery Voltage (v),"Precipitation ("")","24 Hour Snow ("")","Total Snow Depth ("")",Temperature (deg F),Relative Humidity (%)
2015-12-31 23:00,13.02,0.0,0.615,76.1,,
2015-12-31 22:00,13.18,0.0,0.614,76.23,,
2015-12-31 21:00,13.04,0.0,0.614,76.1,,
2015-12-31 20:00,13.08,0.0,0.614,76.1,,
2015-12-31 19:00,13.15,0.0,0.614,76.23,,
2015-12-31 18:00,13.09,0.0,0.614,76.23,,
2015-12-31 17:00,13.81,0.0,0.614,76.3,,
2015-12-31 16:00,13.07,0.0,0.614,76.7,,
2015-12-31 15:00,13.07,0.0,0.614,76.36,,
2015-12-31 14:00,13.01,0.0,0.547,76.5,,
2015-12-31 13:00,13.18,0.0,0.48,76.3,,
2015-12-31 12:00,13.11,0.0,0.48,76.5,,
2015-12-31 11:00,13.18,0.0,0.48,76.36,,
2015-12-31 10:00,13.07,0.0,0.342,76.35,,
2015-12-31 09:00,13.17,0.0,0.602,76.46,,
2015-12-31 08:00,13.0,0.0,0.471,76.47,,
2015-12-31 07:00,14.01,0.0,0.614,76.43,,
2015-12-31 06:00,12.99,0.0,0.48,76.1,,
2015-12-31 05:00,13.23,0.0,0.345,76.1,,
2015-12-31 04:00,13.21,0.0,0.345,75.96,,
2015-12-31 03:00,13.03,0.0,0.345,76.03,,
2015-12-31 02:00,13.04,0.0,0.48,76.1,,
2015-12-31 01:00,13.05,0.0,0.48,75.96,,
2015-12-31 00:00,13.03,0.0,0.48,75.96,,
2015-12-30 23:00,13.7,0.0,0.48,75.96,,
2015-12-30 22:00,13.04,0.0,0.48,76.1,,
2015-12-30 21:00,13.29,0.0,0.48,76.23,,
2015-12-30 20:00,13.02,0.0,0.49,76.12,,
2015-12-30 19:00,13.01,0.0,0.22,76.12,,
2015-12-30 18:00,13.2,0.0,0.353,76.39,,
2015-12-30 17:00,13.02,0.0,0.219,76.79,,
2015-12-30 16:00,13.99,0.0,0.36,76.95,,
2015-12-30 15:00,13.19,0.0,0.361,76.81,,
2015-12-30 14:00,13.08,0.0,0.361,76.81,,
2015-12-30 13:00,13.07,0.0,0.224,76.67,,
2015-12-30 12:00,13.07,0.0,0.219,76.86,,
2015-12-30 11:00,13.04,0.0,0.486,77.06,,
2015-12-30 10:00,13.07,0.0,0.547,77.31,,
2015-12-30 09:00,13.01,0.0,0.48,77.31,,
2015-12-30 08:00,13.04,0.0,0.488,77.33,,
2015-12-30 07:00,13.1,0.0,0.49,77.47,,
2015-12-30 06:00,13.05,0.0,0.624,77.47,,
2015-12-30 05:00,13.06,0.0,0.483,77.59,,
2015-12-30 04:00,12.99,0.0,0.614,77.71,,
2015-12-30 03:00,13.05,0.0,0.614,77.84,,
2015-12-30 02:00,13.38,0.0,0.345,77.84,,
2015-12-30 01:00,13.04,0.0,0.219,77.87,,
2015-12-30 00:00,13.05,0.0,0.353,78.0,,
2015-12-29 23:00,13.06,0.0,0.286,78.0,,
2015-12-29 22:00,13.04,0.0,0.496,78.16,,
2015-12-29 21:00,13.09,0.0,0.361,78.43,,
2015-12-29 20:00,13.06,0.0,0.361,78.29,,
2015-12-29 19:00,13.53,0.0,0.497,78.57,,
2015-12-29 18:00,13.65,0.0,0.502,78.58,,
2015-12-29 17:00,13.15,0.0,0.509,78.33,,
2015-12-29 16:00,13.18,0.0,0.377,77.4,,
2015-12-29 15:00,13.1,0.0,0.377,77.67,,
2015-12-29 14:00,13.24,0.0,0.248,78.29,,
2015-12-29 13:00,13.68,0.0,0.25,78.29,,
2015-12-29 12:00,13.52,0.0,0.243,78.48,,
2015-12-29 11:00,13.16,0.0,0.243,78.61,,
2015-12-29 10:00,13.25,0.0,0.377,79.01,,
2015-12-29 09:00,13.03,0.0,0.439,79.27,,
2015-12-29 08:00,13.08,0.0,0.439,79.4,,
2015-12-29 07:00,13.07,0.0,0.376,79.41,,
2015-12-29 06:00,13.96,0.0,0.444,79.62,,
2015-12-29 05:00,13.06,0.0,0.442,79.68,,
2015-12-29 04:00,13.07,0.0,0.51,79.68,,
2015-12-29 03:00,13.03,0.0,0.508,79.94,,
2015-12-29 02:00,13.02,0.0,0.512,80.1,,
2015-12-29 01:00,13.01,0.0,0.512,79.95,,
2015-12-29 00:00,13.08,0.0,0.512,80.2,,
2015-12-28 23:00,13.01,0.0,0.512,80.3,,
2015-12-28 22:00,13.0,0.0,0.512,80.4,,
2015-12-28 21:00,13.27,0.0,0.512,80.4,,
2015-12-28 20:00,13.22,0.0,0.512,80.6,,
2015-12-28 19:00,13.22,0.0,0.513,80.5,,
2015-12-28 18:00,13.1,0.01,0.513,80.8,,
2015-12-28 17:00,13.0,0.0,0.519,80.9,,
2015-12-28 16:00,13.9,0.0,0.521,80.9,,
2015-12-28 15:00,13.27,0.0,0.528,80.8,,
2015-12-28 14:00,13.24,0.01,0.528,81.1,,
2015-12-28 13:00,13.46,0.0,0.393,80.9,,
2015-12-28 12:00,13.3,0.01,0.393,81.0,,
2015-12-28 11:00,13.96,0.01,0.393,81.2,,
2015-12-28 10:00,13.03,0.0,0.393,81.3,,
2015-12-28 09:00,13.29,0.0,0.527,81.5,,
2015-12-28 08:00,13.14,0.0,0.258,79.59,,
2015-12-28 07:00,13.0,0.01,0.255,79.85,,
2015-12-28 06:00,13.0,0.0,0.392,80.5,,
2015-12-28 05:00,13.02,0.01,0.389,81.3,,
2015-12-28 04:00,13.01,0.01,2.537,81.6,,
2015-12-28 03:00,13.0,0.06,2.939,82.3,,
2015-12-28 02:00,13.3,0.0,2.932,82.4,,
2015-12-28 01:00,13.0,0.0,3.051,82.3,,
2015-12-28 00:00,14.03,0.0,3.051,82.5,,
2015-12-27 23:00,13.09,0.0,2.917,82.3,,
2015-12-27 22:00,13.15,0.01,2.648,82.5,,
2015-12-27 21:00,13.04,0.02,2.648,82.6,,
2015-12-27 20:00,13.03,0.02,2.311,82.6,,
2015-12-27 19:00,13.13,0.02,2.11,82.5,,
2015-12-27 18:00,13.17,0.03,1.975,82.5,,
2015-12-27 17:00,13.16,0.01,1.303,82.3,,
2015-12-27 16:00,13.05,0.01,1.572,82.2,,
2015-12-27 15:00,13.12,0.02,1.44,82.3,,
2015-12-27 14:00,13.04,0.01,1.171,81.9,,
2015-12-27 13:00,13.09,0.02,0.772,81.8,,
2015-12-27 12:00,13.02,0.0,0.099,79.79,,
2015-12-27 11:00,13.04,0.01,0.361,81.1,,
2015-12-27 10:00,13.03,0.0,0.361,81.2,,
2015-12-27 09:00,13.02,0.0,0.361,81.5,,
2015-12-27 08:00,13.08,0.0,0.361,81.5,,
2015-12-27 07:00,13.12,0.0,0.361,81.8,,
2015-12-27 06:00,12.99,0.0,0.361,81.8,,
2015-12-27 05:00,13.17,0.0,0.493,82.2,,
2015-12-27 04:00,13.04,0.01,0.891,82.2,,
2015-12-27 03:00,13.18,0.01,0.891,82.3,,
2015-12-27 02:00,13.04,0.0,0.623,82.4,,
2015-12-27 01:00,13.24,0.0,0.488,82.4,,
2015-12-27 00:00,13.05,0.01,0.489,82.4,,
2015-12-26 23:00,13.14,0.0,0.352,82.4,,
2015-12-26 22:00,13.17,0.0,0.353,82.3,,
2015-12-26 21:00,13.15,0.0,0.353,82.6,,
2015-12-26 20:00,13.78,0.0,0.354,82.6,,
2015-12-26 19:00,13.93,0.0,0.428,82.7,,
2015-12-26 18:00,12.99,0.0,0.496,83.0,,
2015-12-26 17:00,13.04,0.0,0.497,83.0,,
2015-12-26 16:00,13.39,0.0,0.505,83.2,,
2015-12-26 15:00,13.56,0.0,0.377,83.2,,
2015-12-26 14:00,13.68,0.0,0.377,83.2,,
2015-12-26 13:00,13.38,0.0,0.377,83.6,,
2015-12-26 12:00,13.13,0.0,0.241,83.6,,
2015-12-26 11:00,13.66,0.0,0.376,83.7,,
2015-12-26 10:00,13.33,0.0,0.364,84.0,,
2015-12-26 09:00,13.03,0.0,0.494,84.1,,
2015-12-26 08:00,13.09,0.0,0.488,84.3,,
2015-12-26 07:00,13.68,0.0,0.487,84.6,,
2015-12-26 06:00,13.23,0.0,0.496,84.5,,
2015-12-26 05:00,13.09,0.0,1.716,84.9,,
2015-12-26 04:00,13.17,0.0,1.856,85.1,,
2015-12-26 03:00,13.67,0.0,1.856,85.1,,
2015-12-26 02:00,13.54,0.01,1.721,85.3,,
2015-12-26 01:00,13.05,0.0,1.719,85.5,,
2015-12-26 00:00,13.96,0.0,1.586,85.5,,
2015-12-25 23:00,13.42,0.0,1.587,85.7,,
2015-12-25 22:00,13.89,0.02,1.856,86.0,,
2015-12-25 21:00,13.23,0.01,1.856,85.9,,
2015-12-25 20:00,13.16,0.01,46.49,84.7,,
2015-12-25 19:00,13.12,0.01,46.49,84.8,,
2015-12-25 18:00,13.01,0.01,46.49,81.8,,
2015-12-25 17:00,13.02,0.02,0.377,85.7,,
2015-12-25 16:00,14.0,0.01,0.108,85.6,,
2015-12-25 15:00,13.07,0.01,0.377,84.7,,
2015-12-25 14:00,13.12,0.01,0.378,84.6,,
2015-12-25 13:00,13.19,0.03,0.254,84.4,,
2015-12-25 12:00,13.46,0.02,0.251,84.7,,
2015-12-25 11:00,14.13,0.02,-264.2,84.9,,
2015-12-25 10:00,13.51,0.01,46.49,85.3,,
2015-12-25 09:00,13.03,0.01,46.49,85.7,,
2015-12-25 08:00,13.0,0.01,46.49,85.8,,
2015-12-25 07:00,13.07,0.01,2.659,86.3,,
2015-12-25 06:00,13.08,0.0,2.797,86.3,,
2015-12-25 05:00,13.05,0.01,2.392,86.5,,
2015-12-25 04:00,13.05,0.01,2.527,85.9,,
2015-12-25 03:00,13.04,0.01,2.932,87.1,,
2015-12-25 02:00,13.06,0.01,2.932,86.4,,
2015-12-25 01:00,13.01,0.02,3.604,87.2,,
2015-12-25 00:00,13.07,0.01,3.47,87.2,,
2015-12-24 23:00,13.1,0.02,3.604,87.9,,
2015-12-24 22:00,13.27,0.01,3.605,88.4,,
2015-12-24 21:00,13.09,0.02,46.49,86.3,,
2015-12-24 20:00,13.51,0.01,3.14,88.4,,
2015-12-24 19:00,13.44,0.02,46.43,87.9,,
2015-12-24 18:00,13.48,0.02,46.49,88.3,,
2015-12-24 17:00,13.1,0.02,46.49,88.7,,
2015-12-24 16:00,13.27,0.02,2.006,88.1,,
2015-12-24 15:00,13.4,0.03,1.872,88.8,,
2015-12-24 14:00,13.66,0.03,2.275,89.0,,
2015-12-24 13:00,13.36,0.03,2.275,89.1,,
2015-12-24 12:00,13.22,0.03,0.662,88.7,,
2015-12-24 11:00,13.4,0.03,1.737,89.4,,
2015-12-24 10:00,13.32,0.04,2.006,89.0,,
2015-12-24 09:00,13.49,0.02,1.729,89.3,,
2015-12-24 08:00,13.09,0.03,1.729,90.1,,
2015-12-24 07:00,13.0,0.02,-0.287,89.3,,
2015-12-24 06:00,13.04,0.02,0.318,89.3,,
2015-12-24 05:00,13.07,0.02,0.789,89.7,,
2015-12-24 04:00,13.06,0.02,0.385,89.3,,
2015-12-24 03:00,12.99,0.02,11.81,90.1,,
2015-12-24 02:00,13.1,0.02,11.81,90.2,,
2015-12-24 01:00,13.11,0.02,11.68,90.4,,
2015-12-24 00:00,13.19,0.03,46.49,88.2,,
2015-12-23 23:00,13.01,0.03,46.49,86.6,,
2015-12-23 22:00,13.11,0.02,46.49,84.7,,
2015-12-23 21:00,13.23,0.04,8.19,86.6,,
2015-12-23 20:00,13.06,0.04,6.504,86.3,,
2015-12-23 19:00,13.14,0.04,7.107,86.4,,
2015-12-23 18:00,13.13,0.06,5.628,82.7,,
2015-12-23 17:00,13.17,0.06,4.15,84.1,,
2015-12-23 16:00,13.54,0.04,2.809,82.7,,
2015-12-23 15:00,13.37,0.03,2.544,82.7,,
2015-12-23 14:00,14.43,0.01,1.737,81.9,,
2015-12-23 13:00,13.12,0.02,1.737,82.3,,
2015-12-23 12:00,13.02,0.02,0.931,81.3,,
2015-12-23 11:00,13.58,0.02,0.259,81.3,,
2015-12-23 10:00,13.03,0.01,0.527,81.5,,
2015-12-23 09:00,13.02,0.01,0.385,80.9,,
2015-12-23 08:00,13.42,0.0,0.452,81.5,,
2015-12-23 07:00,13.65,0.0,0.385,81.6,,
2015-12-23 06:00,13.49,0.01,0.385,82.3,,
2015-12-23 05:00,13.0,0.03,0.385,82.4,,
2015-12-23 04:00,13.69,0.06,0.52,82.0,,
2015-12-23 03:00,13.05,0.06,7.375,81.2,,
2015-12-23 02:00,13.09,0.06,6.904,78.77,,
2015-12-23 01:00,13.06,0.07,4.007,77.8,,
2015-12-23 00:00,13.02,0.03,3.066,74.58,,
2015-12-22 23:00,13.15,0.01,46.49,73.64,,
2015-12-22 22:00,13.08,0.02,2.192,74.98,,
2015-12-22 21:00,13.15,0.03,0.781,75.05,,
2015-12-22 20:00,13.69,0.02,-0.295,74.04,,
2015-12-22 19:00,13.07,0.0,0.512,73.9,,
2015-12-22 18:00,13.86,0.0,0.512,74.04,,
2015-12-22 17:00,13.08,0.01,0.789,74.33,,
2015-12-22 16:00,13.09,0.01,0.393,74.22,,
2015-12-22 15:00,13.01,0.0,0.393,74.49,,
2015-12-22 14:00,13.03,0.01,0.393,74.62,,
2015-12-22 13:00,13.19,0.0,0.528,74.89,,
2015-12-22 12:00,13.03,0.0,0.519,75.0,,
2015-12-22 11:00,13.01,0.0,0.512,75.38,,
2015-12-22 10:00,13.01,0.0,0.646,75.79,,
2015-12-22 09:00,13.02,0.0,0.512,75.85,,
2015-12-22 08:00,13.07,0.01,0.517,75.94,,
2015-12-22 07:00,13.0,0.0,0.654,75.34,,
2015-12-22 06:00,13.07,0.04,0.656,76.42,,
2015-12-22 05:00,13.05,0.06,0.458,75.83,,
2015-12-22 04:00,13.07,0.02,8.86,75.62,,
2015-12-22 03:00,13.0,0.04,8.86,75.3,,
2015-12-22 02:00,13.0,0.05,8.32,74.62,,
2015-12-22 01:00,13.04,0.04,46.49,73.47,,
2015-12-22 00:00,13.11,0.01,6.703,72.85,,
2015-12-21 23:00,13.09,0.01,6.569,72.45,,
2015-12-21 22:00,13.01,0.02,6.569,71.78,,
2015-12-21 21:00,13.02,0.02,6.569,72.45,,
2015-12-21 20:00,13.13,0.04,6.569,72.31,,
2015-12-21 19:00,13.17,0.04,6.569,71.91,,
2015-12-21 18:00,13.27,0.03,6.836,70.56,,
2015-12-21 17:00,13.05,0.04,5.624,70.28,,
2015-12-21 16:00,13.2,0.04,5.354,69.88,,
2015-12-21 15:00,14.18,0.09,3.873,69.33,,
2015-12-21 14:00,13.42,0.04,46.49,68.79,,
2015-12-21 13:00,13.42,0.04,3.269,68.8,,
2015-12-21 12:00,13.48,0.03,2.397,67.73,,
2015-12-21 11:00,13.56,0.08,1.861,67.87,,
2015-12-21 10:00,13.37,0.06,1.053,67.19,,
2015-12-21 09:00,13.23,0.01,0.92,66.66,,
2015-12-21 08:00,13.02,0.01,0.72,66.66,,
2015-12-21 07:00,13.08,0.0,0.786,66.66,,
2015-12-21 06:00,13.08,0.01,0.52,66.67,,
2015-12-21 05:00,13.7,0.01,0.52,66.67,,
2015-12-21 04:00,13.07,0.03,6.569,66.8,,
2015-12-21 03:00,13.01,0.03,6.167,66.67,,
2015-12-21 02:00,13.19,0.04,5.897,66.6,,
2015-12-21 01:00,13.0,0.03,5.494,66.0,,
2015-12-21 00:00,13.07,0.01,4.956,65.46,,
2015-12-20 23:00,13.02,0.0,4.822,65.59,,
2015-12-20 22:00,13.03,0.01,5.097,65.89,,
2015-12-20 21:00,13.01,0.02,4.559,65.48,,
2015-12-20 20:00,13.0,0.03,4.694,65.75,,
2015-12-20 19:00,13.15,0.03,4.829,64.68,,
2015-12-20 18:00,13.0,0.04,4.425,65.62,,
2015-12-20 17:00,13.01,0.01,4.694,65.48,,
2015-12-20 16:00,13.2,0.02,4.694,65.62,,
2015-12-20 15:00,13.46,0.02,4.425,65.22,,
2015-12-20 14:00,13.07,0.01,4.43,64.16,,
2015-12-20 13:00,13.24,0.06,4.695,65.22,,
2015-12-20 12:00,13.0,0.01,4.022,64.27,,
2015-12-20 11:00,13.03,0.01,4.544,64.49,,
2015-12-20 10:00,12.99,0.03,4.064,63.79,,
2015-12-20 09:00,13.04,0.04,4.127,64.44,,
2015-12-20 08:00,13.18,0.05,46.49,61.89,,
2015-12-20 07:00,13.04,0.03,46.49,58.66,,
2015-12-20 06:00,13.11,0.01,0.769,61.23,,
2015-12-20 05:00,13.02,0.0,0.512,61.27,,
2015-12-20 04:00,13.0,0.0,1.318,59.05,,
2015-12-20 03:00,13.0,0.0,1.049,60.19,,
2015-12-20 02:00,13.03,0.0,1.326,60.62,,
2015-12-20 01:00,13.06,0.0,1.326,60.75,,
2015-12-20 00:00,13.37,0.0,1.328,60.49,,
2015-12-19 23:00,13.03,0.0,0.924,60.69,,
2015-12-19 22:00,13.1,0.0,0.662,60.91,,
2015-12-19 21:00,13.64,0.0,0.931,61.32,,
2015-12-19 20:00,13.12,0.0,1.2,61.72,,
2015-12-19 19:00,13.16,0.0,1.2,61.72,,
2015-12-19 18:00,13.04,0.0,1.2,61.65,,
2015-12-19 17:00,13.2,0.0,1.2,61.72,,
2015-12-19 16:00,13.14,0.0,0.931,61.86,,
2015-12-19 15:00,13.39,0.0,0.939,61.75,,
2015-12-19 14:00,13.98,0.0,0.88,61.77,,
2015-12-19 13:00,13.78,0.0,0.678,61.64,,
2015-12-19 12:00,14.7,0.02,0.678,61.91,,
2015-12-19 11:00,13.52,0.01,0.796,61.99,,
2015-12-19 10:00,13.1,0.0,0.931,62.26,,
2015-12-19 09:00,13.1,0.04,-0.279,62.53,,
2015-12-19 08:00,13.01,0.04,0.654,62.23,,
2015-12-19 07:00,13.74,0.02,0.654,61.83,,
2015-12-19 06:00,13.83,0.01,0.385,61.7,,
2015-12-19 05:00,13.0,0.0,0.385,61.83,,
2015-12-19 04:00,12.99,0.0,5.897,61.7,,
2015-12-19 03:00,13.02,0.0,5.89,60.8,,
2015-12-19 02:00,13.07,0.0,5.621,61.0,,
2015-12-19 01:00,13.01,0.0,5.621,61.4,,
2015-12-19 00:00,13.22,0.0,5.762,61.56,,
2015-12-18 23:00,13.94,0.0,5.762,61.7,,
2015-12-18 22:00,13.08,0.0,5.762,61.83,,
2015-12-18 21:00,13.06,0.0,5.769,62.26,,
2015-12-18 20:00,13.01,0.0,5.769,62.26,,
2015-12-18 19:00,13.52,0.01,46.43,62.66,,
2015-12-18 18:00,13.22,0.02,5.769,63.07,,
2015-12-18 17:00,13.0,0.0,6.038,63.2,,
2015-12-18 16:00,14.01,0.02,6.18,63.36,,
2015-12-18 15:00,13.07,0.01,30.77,62.04,,
2015-12-18 14:00,13.31,0.04,4.843,61.91,,
2015-12-18 13:00,13.31,0.05,4.843,62.31,,
2015-12-18 12:00,13.01,0.05,3.903,61.77,,
2015-12-18 11:00,13.04,0.07,3.432,61.77,,
2015-12-18 10:00,13.0,0.13,2.693,60.83,,
2015-12-18 09:00,13.6,0.04,2.689,60.42,,
2015-12-18 08:00,13.0,0.05,1.999,213.6,,
2015-12-18 07:00,13.01,0.02,1.183,58.84,,
2015-12-18 06:00,13.01,0.01,1.174,59.35,,
2015-12-18 05:00,13.36,0.04,1.034,59.33,,
2015-12-18 04:00,13.0,0.09,0.362,58.26,,
2015-12-18 03:00,12.99,0.05,11.52,57.25,,
2015-12-18 02:00,13.01,0.03,11.52,58.12,,
2015-12-18 01:00,13.01,0.03,10.99,57.58,,
2015-12-18 00:00,13.02,0.05,10.72,57.58,,
2015-12-17 23:00,13.0,0.06,10.58,57.18,,
2015-12-17 22:00,13.03,0.08,9.98,56.64,,
2015-12-17 21:00,13.02,0.06,9.78,56.37,,
2015-12-17 20:00,13.03,0.12,9.37,55.97,,
2015-12-17 19:00,13.0,0.09,8.57,55.23,,
2015-12-17 18:00,13.48,0.1,8.03,54.76,,
2015-12-17 17:00,13.6,0.1,7.355,54.22,,
2015-12-17 16:00,13.05,0.07,6.818,53.68,,
2015-12-17 15:00,14.08,0.08,6.417,53.29,,
2015-12-17 14:00,13.84,0.08,6.151,53.3,,
2015-12-17 13:00,12.99,0.1,4.537,50.75,,
2015-12-17 12:00,13.0,0.08,46.49,50.21,,
2015-12-17 11:00,13.71,0.06,3.059,50.75,,
2015-12-17 10:00,13.34,0.06,2.519,49.94,,
2015-12-17 09:00,13.66,0.03,2.253,49.55,,
2015-12-17 08:00,13.05,0.04,1.852,49.28,,
2015-12-17 07:00,13.12,0.03,-0.304,48.93,,
2015-12-17 06:00,13.0,0.02,-0.034,48.6,,
2015-12-17 05:00,13.03,0.0,0.368,48.19,,
2015-12-17 04:00,13.0,0.0,0.371,48.34,,
2015-12-17 03:00,13.0,0.0,0.511,48.36,,
2015-12-17 02:00,13.0,0.0,0.443,48.49,,
2015-12-17 01:00,13.51,0.0,0.376,48.49,,
2015-12-17 00:00,13.8,0.0,0.374,48.62,,
2015-12-16 23:00,13.13,0.0,0.506,48.74,,
2015-12-16 22:00,13.1,0.0,0.504,48.73,,
2015-12-16 21:00,13.09,0.0,0.496,48.91,,
2015-12-16 20:00,13.05,0.0,0.361,48.57,,
2015-12-16 19:00,13.17,0.0,0.492,49.5,,
2015-12-16 18:00,13.05,0.0,0.554,49.48,,
2015-12-16 17:00,13.01,0.0,0.355,49.22,,
2015-12-16 16:00,12.99,0.0,0.496,49.11,,
2015-12-16 15:00,13.01,0.0,0.496,49.38,,
2015-12-16 14:00,13.0,0.0,0.496,49.38,,
2015-12-16 13:00,13.01,0.0,0.361,49.51,,
2015-12-16 12:00,13.0,0.0,0.365,49.26,,
2015-12-16 11:00,13.46,0.0,0.236,49.28,,
2015-12-16 10:00,13.06,0.0,0.375,49.56,,
2015-12-16 09:00,13.1,0.0,0.377,49.9,,
2015-12-16 08:00,13.15,0.0,0.512,50.11,,
2015-12-16 07:00,13.13,0.0,0.516,50.39,,
2015-12-16 06:00,13.08,0.0,0.521,50.01,,
2015-12-16 05:00,13.07,0.01,0.393,50.1,,
2015-12-16 04:00,13.09,0.02,46.49,213.6,,
2015-12-16 03:00,13.27,0.03,5.501,49.22,,
2015-12-16 02:00,13.09,0.04,46.49,47.7,,
2015-12-16 01:00,13.17,0.07,4.439,48.73,,
2015-12-16 00:00,13.09,0.07,3.9,48.19,,
2015-12-15 23:00,13.07,0.03,2.689,46.84,,
2015-12-15 22:00,13.03,0.04,2.152,45.23,,
2015-12-15 21:00,13.17,0.05,0.938,44.75,,
2015-12-15 20:00,13.04,0.02,0.53,45.2,,
2015-12-15 19:00,13.41,0.01,0.662,45.19,,
2015-12-15 18:00,13.44,0.02,0.326,44.92,,
2015-12-15 17:00,13.41,0.01,0.259,44.52,,
2015-12-15 16:00,13.1,0.0,0.393,44.79,,
2015-12-15 15:00,13.0,0.0,0.393,44.79,,
2015-12-15 14:00,13.0,0.0,0.393,44.79,,
2015-12-15 13:00,13.3,0.0,0.393,44.65,,
2015-12-15 12:00,13.27,0.0,0.259,44.79,,
2015-12-15 11:00,13.47,0.0,0.319,44.76,,
2015-12-15 10:00,13.32,0.0,0.318,44.76,,
2015-12-15 09:00,13.33,0.0,0.385,45.02,,
2015-12-15 08:00,13.12,0.0,0.513,45.0,,
2015-12-15 07:00,13.13,0.0,0.512,45.07,,
2015-12-15 06:00,13.13,0.0,0.317,45.16,,
2015-12-15 05:00,13.12,0.0,0.52,45.16,,
2015-12-15 04:00,13.08,0.0,0.721,45.36,,
2015-12-15 03:00,13.13,0.0,0.654,45.3,,
2015-12-15 02:00,13.08,0.0,0.52,45.43,,
2015-12-15 01:00,13.07,0.0,0.452,45.3,,
2015-12-15 00:00,13.75,0.0,0.52,45.56,,
2015-12-14 23:00,13.05,0.0,0.52,45.56,,
2015-12-14 22:00,13.13,0.0,0.386,45.7,,
2015-12-14 21:00,13.18,0.0,0.52,45.7,,
2015-12-14 20:00,13.2,0.0,0.254,45.71,,
2015-12-14 19:00,13.4,0.0,0.391,45.65,,
2015-12-14 18:00,13.25,0.0,0.326,45.86,,
2015-12-14 17:00,13.25,0.0,0.528,46.0,,
2015-12-14 16:00,13.04,0.0,0.258,45.99,,
2015-12-14 15:00,13.47,0.01,1.334,46.0,,
2015-12-14 14:00,14.06,0.03,1.074,45.76,,
2015-12-14 13:00,13.21,0.07,0.936,45.61,,
2015-12-14 12:00,13.43,0.0,0.801,45.47,,
2015-12-14 11:00,13.06,0.0,0.931,45.46,,
2015-12-14 10:00,13.05,0.0,0.259,45.32,,
2015-12-14 09:00,13.32,0.0,0.796,46.0,,
2015-12-14 08:00,13.1,0.0,0.931,46.0,,
2015-12-14 07:00,13.09,0.0,0.393,45.32,,
2015-12-14 06:00,13.09,0.0,0.259,45.59,,
2015-12-14 05:00,13.12,0.0,0.528,44.79,,
2015-12-14 04:00,13.12,0.0,3.014,45.73,,
